Year,Month,CPC,HS Code,HS Description,Destination,Quantity,Sup. Unit,Gross Wt. (Kg),Net.Wt. (Kg),FOB Value (ETB),FOBValueUSD,Total tax (ETB),Total tax (USD)
2017,3,1000 100,8101000,"Strawberries, fresh",Nigeria,,,7410.00 ,"5,330.00","488,496.64",20171.72,0,0
2017,6,1000 100,61091000,#NAME?,United States,"46,800",UN,5921.58 ,"5,337.84","1,607,347.31",66372.96,0,0
2017,12,1071 100,6031100,#NAME?,Qatar,,,6069.00 ,"5,340.72","566,866.02",23407.87,0,0
2017,3,1000 100,9109900,"Other spices, nes",Djibouti,,,5450.00 ,"5,342.00","66,340.82",2739.44,0,0
2017,2,1000 100,6031100,#NAME?,Netherlands,,,6084.00 ,"5,353.92","471,667.63",19476.8,0,0
2017,7,1000 100,7132000,"Dried chickpeas, shelled",Djibouti,,,5425.00 ,"5,357.00","67,645.88",2793.33,0,0
2017,8,3052 506,61159900,#NAME?,Sri Lanka,"144,069",UN,5968.70 ,"5,365.17","687,595.85",28393.22,0,0
2017,1,1071 100,7082000,"Beans, fresh or chilled",South Africa,,,5922.71 ,"5,369.75","30,439.86",1256.97,0,0
2017,4,3052 505,62104000,"Men's or boys' garments made up of fabrics of 59.03, 59.06 or 59.07",Italy,,,6086.21 ,"5,370.61","2,409,527.94",99497.79,0,0
2017,11,3052 505,61091000,#NAME?,France,"36,270",UN,6581.50 ,"5,372.50","2,196,956.07",90719.95,0,0
2017,2,3052 505,62105000,"Women's or girls' garments made up of fabrics of 59.03, 59.06 or 59.07",Italy,,,6165.92 ,"5,385.98","2,727,341.59",112621.42,0,0
2017,3,3052 505,62034200,"--MEN'S OR BOYS' TROUSERS, BREECHES, ETC, OF COTTON",United Kingdom,"16,050",UN,5812.50 ,"5,394.00","715,313.64",29537.79,0,0
2017,1,3052 505,64059000,#NAME?,Kenya,"11,616",2UN,5500.00 ,"5,400.00","1,683,931.08",69535.37,0,0
2017,2,3052 505,64059000,#NAME?,Kenya,"11,616",2UN,5500.00 ,"5,400.00","1,644,256.15",67897.05,0,0
2017,5,3052 505,64059000,#NAME?,Kenya,"11,616",2UN,5500.00 ,"5,400.00","1,716,019.44",70860.41,0,0
2017,6,3052 505,64059000,#NAME?,Kenya,"11,616",2UN,5500.00 ,"5,400.00","1,677,349.56",69263.6,0,0
2017,9,3052 505,64059000,#NAME?,Kenya,"11,616",2UN,5500.00 ,"5,400.00","1,745,618.92",72082.67,0,0
2017,11,3052 505,64059000,#NAME?,Kenya,"11,616",2UN,5500.00 ,"5,400.00","2,027,814.60",83735.52,0,0
2017,12,3052 505,64059000,#NAME?,Kenya,"11,616",2UN,5500.00 ,"5,400.00","2,031,199.77",83875.3,0,0
2017,2,1000 100,7041000,"Cauliflowers and headed broccoli, fresh or chilled",Djibouti,,,8080.00 ,"5,408.00","24,982.20",1031.6,0,0
2017,4,1000 100,69120010,#NAME?,South Africa,,,6302.00 ,"5,420.00","98,295.89",4058.98,0,0
2017,5,3052 505,61091000,#NAME?,Germany,"22,278",UN,6070.50 ,"5,431.50","1,975,554.42",81577.51,0,0
2017,3,1000 100,69120010,#NAME?,United States,,,5436.00 ,"5,436.00","299,164.69",12353.55,0,0
2017,7,1000 100,8101000,"Strawberries, fresh",Nigeria,,,7404.00 ,"5,456.08","481,164.01",19868.93,0,0
2017,3,1071 100,6021000,UNROOTED CUTTINGS AND SLIPS,United States,"1,368,708",UN,7318.00 ,"5,460.00","2,933,564.06",121137.06,0,0
2017,3,1071 100,6021000,UNROOTED CUTTINGS AND SLIPS,France,"876,800",UN,7270.00 ,"5,460.00","1,605,621.28",66301.69,0,0
2017,9,3052 505,85171200,#NAME?,Togo,"24,320",UN,6002.77 ,"5,473.83","11,788,123.47",486772.6,0,0
2017,10,1000 100,6031900,#NAME?,Kuwait,,,6229.67 ,"5,477.53","588,338.01",24294.52,0,0
2017,11,1000 100,6031900,#NAME?,Germany,,,6226.00 ,"5,478.88","801,287.10",33087.93,0,0
2017,10,1071 100,6021000,UNROOTED CUTTINGS AND SLIPS,China,"3,282,700",UN,6614.00 ,"5,493.00","1,361,148.80",56206.57,0,0
2017,12,3052 505,63051000,#NAME?,Kenya,,,5525.00 ,"5,500.00","620,222.42",25611.14,0,0
2017,9,1000 100,9041200,"Pepper, crushed or ground",Sudan,,,5550.00 ,"5,500.00","324,629.25",13405.07,0,0
2017,8,1000 100,8101000,"Strawberries, fresh",Nigeria,,,8010.00 ,"5,500.00","443,505.96",18313.9,0,0
2017,7,1000 100,3055900,#NAME?,Sudan,,,5555.00 ,"5,500.00","64,275.20",2654.15,0,0
2017,11,1000 100,3055900,#NAME?,Sudan,,,5550.00 ,"5,500.00","75,358.25",3111.8,0,0
2017,10,1071 100,6031100,#NAME?,France,,,6251.18 ,"5,501.03","559,256.84",23093.66,0,0
2017,1,3052 505,64052000,#NAME?,Honduras,"22,050",2UN,5842.21 ,"5,501.13","1,038,888.39",42899.31,0,0
2017,5,3052 505,64032000,#NAME?,United States,"10,008",2UN,7050.00 ,"5,504.00","1,042,497.83",43048.36,0,0
2017,12,1000 100,8071100,"Watermelons, fresh",Djibouti,,,5600.00 ,"5,520.00","25,584.67",1056.48,0,0
2017,12,3052 505,62046900,"WOMEN'S OR GIRLS' TROUSERS, BREECHES, ETC, OF OTHER TEXTILES MATERIALS",United Kingdom,"17,750",UN,6036.20 ,"5,522.65","905,966.16",37410.49,0,0
2017,9,1071 100,6031100,#NAME?,Italy,,,6284.00 ,"5,529.48","505,780.99",20885.46,0,0
2017,4,1000 100,9019000,"Coffee husks and skins,coffee substitutes containing coffee",Djibouti,,,5650.00 ,"5,537.00","51,456.19",2124.8,0,0
2017,10,3052 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Italy,,,5696.00 ,"5,549.00","1,707,428.52",70505.66,0,0
2017,2,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",South Africa,,,6110.00 ,"5,550.00","359,299.46",14836.72,0,0
2017,3,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",Saudi Arabia,,,5629.50 ,"5,550.00","265,352.04",10957.31,0,0
2017,12,1000 100,9041200,"Pepper, crushed or ground",Sudan,,,5624.00 ,"5,550.00","411,449.13",16990.17,0,0
2017,10,1000 100,8044000,"Avocados, fresh or dried",Djibouti,,,6920.00 ,"5,551.00","22,319.73",921.66,0,0
2017,11,3052 505,61051000,"-MEN'S OR BOYS' SHIRTS OF COTTON, KNITTED OR CROCHETED",United States,"21,090",UN,5946.50 ,"5,552.20","1,677,404.26",69265.85,0,0
2017,1,1000 100,8071900,"Melons, fresh, (excl.watermelons)",Djibouti,,,7120.00 ,"5,570.00","15,156.15",625.85,0,0
2017,6,3052 506,62034300,"--MEN'S OR BOYS' TROUSERS, BREECHES OF SYNTHETIC FIBRES",United States,"18,360",UN,6108.80 ,"5,571.50","384,455.64",15875.51,0,0
2017,11,1071 100,6021000,UNROOTED CUTTINGS AND SLIPS,United States,"1,515,500",UN,7458.00 ,"5,574.00","3,413,677.43",140962.61,0,0
2017,9,1000 100,8101000,"Strawberries, fresh",Bahrain,,,8000.00 ,"5,575.00","410,841.10",16965.06,0,0
2017,8,1000 100,7129010,#NAME?,Thailand,,,6562.50 ,"5,578.13","4,575,591.02",188942.06,0,0
2017,1,1000 100,8101000,"Strawberries, fresh",Nigeria,,,7990.00 ,"5,580.00","499,497.05",20625.97,0,0
2017,10,1000 100,1041000,LIVE SHEEP,Yemen,200,UN,5600.00 ,"5,600.00","307,261.50",12687.9,0,0
2017,10,3052 505,85171200,#NAME?,Togo,"24,000",UN,6095.66 ,"5,602.32","11,844,103.22",489084.2,0,0
2017,8,1000 100,61178000,#NAME?,Sudan,28,UN,5605.00 ,"5,605.00","2,631,476.59",108662.82,0,0
2017,12,1000 100,7129090,#NAME?,Ireland,,,7566.30 ,"5,607.72","790,499.80",32642.49,0,0
2017,4,1000 435,4090000,Natural honey,Sudan,,,5772.00 ,"5,608.00","143,992.60",5945.96,0,0
2017,4,3052 506,61019000,"-MEN'S OR BOYS' COATS, ETC, OF OTHER TEXTILES, KNITTED OR CROCHETED",United States,"1,429",UN,5890.00 ,"5,611.00","328,264.83",13555.2,0,0
2017,10,3052 505,61112000,"-Babies' garments, etc, of cotton, knitted or crocheted",Germany,"73,396",UN,6352.46 ,"5,628.68","659,049.01",27214.43,0,0
2017,1,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,United Kingdom,,,5779.00 ,"5,630.00","2,410,312.40",99530.18,0,0
2017,3,1000 100,7093000,"Aubergines, fresh or chilled",Djibouti,,,6922.00 ,"5,664.00","42,300.59",1746.74,0,0
2017,10,1000 100,7082000,"Beans, fresh or chilled",Djibouti,,,8115.00 ,"5,666.00","27,890.40",1151.69,0,0
2017,5,1000 100,1042000,LIVE GOATS,Qatar,227,UN,5675.00 ,"5,675.00","341,550.21",14103.8,0,0
2017,5,1000 100,7082000,"Beans, fresh or chilled",Djibouti,,,7450.00 ,"5,676.00","25,493.47",1052.71,0,0
2017,7,1000 100,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Hong Kong,,,5873.23 ,"5,683.77","2,663,091.77",109968.32,0,0
2017,6,1000 100,8051000,"Oranges, fresh or dried",Somalia,,,5800.00 ,"5,684.00","44,963.90",1856.72,0,0
2017,12,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,India,,,6251.00 ,"5,699.00","2,367,218.86",97750.7,0,0
2017,2,1000 100,1061300,#NAME?,Egypt,20,UN,5700.00 ,"5,700.00","87,494.78",3612.96,0,0
2017,6,3052 505,64029900,#NAME?,Canada,"9,593",2UN,8830.00 ,"5,707.00","2,888,585.70",119279.75,0,0
2017,8,1000 100,39233010,#NAME?,Somalia,"232,559",UN,5741.76 ,"5,711.30","234,588.00",9686.95,0,0
2017,11,1000 100,7082000,"Beans, fresh or chilled",Djibouti,,,8060.00 ,"5,717.00","28,844.80",1191.1,0,0
2017,10,3052 505,61034900,"--MEN'S OR BOYS' TROUSERS, ETC, OF OTHER TEXTILES, KNITTED OR CROCHETED",United States,"22,344",UN,6448.32 ,"5,724.32","420,889.99",17380.01,0,0
2017,11,1000 435,4090000,Natural honey,Sudan,,,5882.00 ,"5,736.00","146,000.00",6028.85,0,0
2017,10,1000 100,9041200,"Pepper, crushed or ground",Israel,,,6104.00 ,"5,737.75","716,042.69",29567.89,0,0
2017,5,1000 100,61178000,#NAME?,Sudan,33,UN,5745.00 ,"5,745.00","2,786,456.50",115062.48,0,0
2017,7,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Hong Kong,,,5919.00 ,"5,745.00","4,933,343.26",203714.9,0,0
2017,7,1071 100,6031900,#NAME?,Germany,,,6530.00 ,"5,746.40","523,317.73",21609.61,0,0
2017,1,1071 100,6021000,UNROOTED CUTTINGS AND SLIPS,Spain,"1,840,115",UN,7680.00 ,"5,760.00","2,217,472.37",91567.14,0,0
2017,7,1071 100,6031100,#NAME?,Japan,,,6550.00 ,"5,764.00","572,453.51",23638.6,0,0
2017,10,1000 100,61091000,#NAME?,United Kingdom,"48,412",UN,6169.00 ,"5,771.00","1,546,668.83",63867.33,0,0
2017,4,3052 505,63029900,"Toilet linen and kitchen linen of other textiles, nes",Israel,,,6382.14 ,"5,777.14","874,967.11",36130.43,0,0
2017,6,3052 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Hong Kong,,,6011.00 ,"5,778.00","2,827,212.89",116745.45,0,0
2017,2,3052 505,85171200,#NAME?,Rwanda,"29,720",UN,6342.38 ,"5,779.28","10,155,498.20",419355.83,0,0
2017,5,1000 100,7129090,#NAME?,Hong Kong,,,6801.80 ,"5,781.18","4,678,430.62",193188.67,0,0
2017,2,3052 505,62072100,MEN'S OR BOYS' NIGHTSHIRTS AND PYJAMAS OF COTTON,Germany,"25,902",UN,7383.50 ,"5,782.50","2,163,068.61",89320.62,0,0
2017,10,3052 505,64059000,#NAME?,Turkey,"5,896",2UN,6766.00 ,"5,786.20","2,000,359.05",82601.78,0,0
2017,6,1000 100,2011000,Fresh or chilled bovine carcasses and half carcasses,United Arab Emirates,,,6000.00 ,"5,790.00","482,796.31",19936.34,0,0
2017,3,1000 100,4090000,Natural honey,Sudan,,,5904.00 ,"5,796.00","398,591.98",16459.25,0,0
2017,2,3052 505,62104000,"Men's or boys' garments made up of fabrics of 59.03, 59.06 or 59.07",Italy,,,6689.27 ,"5,797.73","3,079,921.36",127180.66,0,0
2017,6,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Indonesia,,,6056.50 ,"5,798.00","4,058,779.91",167601.13,0,0
2017,9,1000 100,9109900,"Other spices, nes",Yemen,,,5817.60 ,"5,800.00","91,110.94",3762.29,0,0
2017,2,1000 100,2022000,Frozen unboned bovine meat (excl. carcasses),Bahrain,,,5920.00 ,"5,806.00","542,982.83",22421.65,0,0
2017,8,1000 100,61091000,#NAME?,Germany,"42,500",UN,6447.37 ,"5,807.05","1,555,981.39",64251.88,0,0
2017,11,3052 505,63019000,#NAME?,United Republic of Tanzania,,,5909.80 ,"5,809.80","246,319.20",10171.38,0,0
2017,4,3052 506,42032100,#NAME?,Germany,"69,526",2UN,6282.70 ,"5,839.00","7,805,478.79",322315.36,0,0
2017,4,1000 100,9109900,"Other spices, nes",Djibouti,,,5975.00 ,"5,856.00","69,602.09",2874.11,0,0
2017,12,1071 100,6031100,#NAME?,China,,,6656.72 ,"5,857.83","625,511.00",25829.52,0,0
2017,7,3052 505,61112000,"-Babies' garments, etc, of cotton, knitted or crocheted",Germany,"68,106",UN,6450.57 ,"5,860.67","512,209.31",21150.9,0,0
2017,4,1000 100,6031100,#NAME?,Kuwait,,,6661.50 ,"5,862.11","521,242.87",21523.93,0,0
2017,8,1000 101,22085000,GIN AND GENEVA,Kenya,"5,880",LTR,6230.00 ,"5,880.00","98,713.86",4076.24,0,0
2017,5,1000 100,12024200,#NAME?,Djibouti,,,6000.00 ,"5,880.00","136,034.38",5617.33,0,0
2017,5,1000 100,8045000,"Guavas, mangoes and mangosteens, fresh or dried",Somalia,,,6000.00 ,"5,880.00","33,971.07",1402.78,0,0
2017,3,1000 100,7051900,"Lettuce, fresh or chilled, (excl. cabbage lettuce)",Saudi Arabia,,,7562.00 ,"5,882.00","168,396.91",6953.69,0,0
2017,11,1071 100,6031900,#NAME?,Germany,,,6686.00 ,"5,883.68","638,389.48",26361.32,0,0
2017,1,3052 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Hong Kong,,,6116.00 ,"5,884.00","2,967,346.50",122532.05,0,0
2017,9,3052 506,61052000,"-MEN'S OR BOYS' SHIRTS OF MAN-MADE FIBRES, KNITTED OR CROCHETED",United States,"24,838",UN,6531.73 ,"5,899.66","835,495.58",34500.52,0,0
2017,12,1000 100,9012100,"Roasted coffee, not decaffeinated",Germany,,,6710.00 ,"5,900.00","911,002.77",37618.47,0,0
2017,8,1071 100,6031100,#NAME?,Oman,,,6720.00 ,"5,913.60","536,527.06",22155.07,0,0
2017,9,1000 100,19041000,Prepared foods obtained by the swelling or roasting of cereals,South Africa,,,6295.00 ,"5,914.00","382,429.39",15791.84,0,0
2017,6,1071 100,6031100,#NAME?,Japan,,,6730.00 ,"5,922.40","585,197.69",24164.85,0,0
2017,8,1000 100,9041200,"Pepper, crushed or ground",United States,,,6620.54 ,"5,951.00","844,631.15",34877.76,0,0
2017,7,3052 505,62046900,"WOMEN'S OR GIRLS' TROUSERS, BREECHES, ETC, OF OTHER TEXTILES MATERIALS",United Kingdom,"20,781",UN,6594.53 ,"5,953.48","912,216.19",37668.58,0,0
2017,8,1000 100,9109900,"Other spices, nes",Djibouti,,,6075.00 ,"5,954.00","72,581.73",2997.15,0,0
2017,3,3052 505,62042900,"--WOMEN'S OR GIRLS' ENSEMBLES OF OTHER TEXTILES, NES",France,"26,480",UN,6620.00 ,"5,958.00","1,148,648.51",47431.69,0,0
2017,11,1000 100,6031900,#NAME?,Kuwait,,,6778.34 ,"5,973.13","702,948.47",29027.19,0,0
2017,11,1000 100,19041000,Prepared foods obtained by the swelling or roasting of cereals,South Africa,,,6400.00 ,"5,976.00","388,332.38",16035.59,0,0
2017,6,3052 505,61061000,"-WOMEN'S OR GIRLS' BLOUSES, ETC, OF COTTON, KNITTED OR CROCHETED",Germany,"15,348",UN,6401.00 ,"5,979.00","1,789,191.84",73881.95,0,0
2017,9,1000 100,7082000,"Beans, fresh or chilled",Djibouti,,,8605.00 ,"5,982.00","24,180.89",998.51,0,0
2017,11,1071 100,20089900,#NAME?,Kenya,,,7017.12 ,"5,982.21","937,462.74",38711.1,0,0
2017,11,3052 505,63022100,Printed bed-linen of cotton (excl. knitted or crocheted),Germany,,,6338.64 ,"5,995.64","1,893,067.01",78171.32,0,0
2017,5,1000 100,85340000,Printed circuits,Turkey,"6,000",UN,6000.00 ,"6,000.00","403,165.65",16648.11,0,0
2017,6,1000 100,19041000,Prepared foods obtained by the swelling or roasting of cereals,South Africa,,,6500.00 ,"6,000.00","348,544.50",14392.61,0,0
2017,2,1000 100,9109900,"Other spices, nes",United Arab Emirates,,,6015.00 ,"6,000.00","410,603.40",16955.24,0,0
2017,4,1000 100,9109900,"Other spices, nes",Sudan,,,6010.00 ,"6,000.00","75,887.13",3133.64,0,0
2017,3,1000 100,9041200,"Pepper, crushed or ground",Sudan,,,6080.00 ,"6,000.00","413,433.00",17072.09,0,0
2017,4,1000 100,9011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Denmark,,,6080.00 ,"6,000.00","1,103,523.24",45568.31,0,0
2017,4,1000 100,9011100,"COFFEE, NOT ROASTED OR DECAFFEINATED",Swaziland,,,6080.00 ,"6,000.00","960,581.22",39665.74,0,0
2017,8,1000 100,8101000,"Strawberries, fresh",United Arab Emirates,,,8440.00 ,"6,000.00","401,595.77",16583.29,0,0
2017,9,1000 435,7032000,"Garlic, fresh or chilled",Sudan,,,6150.00 ,"6,000.00","150,000.00",6194.02,0,0
2017,4,1071 100,4090000,Natural honey,Somalia,,,6300.00 ,"6,000.00","165,571.92",6837.04,0,0
2017,6,1000 100,1042000,LIVE GOATS,Djibouti,200,UN,6000.00 ,"6,000.00","301,679.30",12457.39,0,0
2017,4,1071 100,1041000,LIVE SHEEP,Bahrain,200,UN,6000.00 ,"6,000.00","299,595.40",12371.34,0,0
2017,8,1000 100,54023300,#NAME?,Greece,,,6442.30 ,"6,000.50","241,111.39",9956.33,0,0
2017,12,3052 505,64032000,#NAME?,Canada,"12,419",2UN,11050.00 ,"6,004.00","3,934,559.15",162471.63,0,0
2017,4,1000 100,62046900,"WOMEN'S OR GIRLS' TROUSERS, BREECHES, ETC, OF OTHER TEXTILES MATERIALS",United Arab Emirates,"37,560",UN,6080.00 ,"6,010.00","1,297,155.25",53564.05,0,0
2017,7,1000 100,7129090,#NAME?,Hong Kong,,,7098.00 ,"6,032.85","4,934,885.21",203778.57,0,0
2017,5,1000 100,8044000,"Avocados, fresh or dried",Djibouti,,,7350.00 ,"6,035.00","36,817.77",1520.33,0,0
2017,7,1000 100,6031100,#NAME?,Kuwait,,,6860.08 ,"6,036.86","635,232.71",26230.97,0,0
2017,5,1000 100,8101000,"Strawberries, fresh",Nigeria,,,8410.00 ,"6,040.00","551,923.18",22790.83,0,0
2017,4,3052 505,61091000,#NAME?,Germany,"13,686",UN,6393.50 ,"6,042.50","1,183,477.14",48869.89,0,0
2017,4,1000 100,61099000,#NAME?,Germany,"37,800",UN,6950.28 ,"6,048.00","1,338,648.97",55277.47,0,0
2017,9,1000 100,41139000,#NAME?,Hong Kong,,,6205.00 ,"6,055.00","1,787,270.60",73802.62,0,0
2017,1,1000 100,7129090,#NAME?,India,,,7134.50 ,"6,064.37","4,815,480.02",198847.91,0,0
2017,2,1000 100,7108000,"Vegetables, frozen, nes",United Arab Emirates,,,7500.00 ,"6,071.25","118,448.48",4891.15,0,0
2017,7,1000 100,33049900,#NAME?,Djibouti,124,UN,6200.00 ,"6,076.00","56,754.58",2343.59,0,0
2017,2,1000 100,9109900,"Other spices, nes",Djibouti,,,6200.00 ,"6,076.00","69,113.48",2853.94,0,0
2017,5,1071 100,6031100,#NAME?,Italy,,,6913.00 ,"6,083.44","546,152.31",22552.53,0,0
2017,5,1000 100,7099900,#NAME?,Saudi Arabia,,,7780.00 ,"6,110.00","217,749.20",8991.62,0,0
2017,9,1000 101,63041900,#NAME?,Norway,"5,784",M2,7756.44 ,"6,117.60","735,272.07",30361.94,0,0
2017,5,3052 505,61082900,"--WOMEN'S OR GIRLS' BRIEFS, ETC, OF OTHER TEXTILES,NES, KNITTED OR CROCHETED",United States,"21,432",UN,6749.93 ,"6,121.93","409,415.12",16906.17,0,0
2017,6,1000 100,8101000,"Strawberries, fresh",Nigeria,,,8470.00 ,"6,125.00","543,609.03",22447.51,0,0
2017,5,1071 100,20089900,#NAME?,Egypt,,,7199.28 ,"6,137.58","724,796.09",29929.35,0,0
2017,9,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Hong Kong,,,6357.39 ,"6,139.12","3,922,322.09",161966.32,0,0
2017,7,3052 505,61034200,"--MEN'S OR BOYS' TROUSERS, ETC, OF COTTON, KNITTED OR CROCHETED",United States,"10,000",UN,6457.50 ,"6,142.50","622,275.08",25695.9,0,0
2017,10,1000 100,9041200,"Pepper, crushed or ground",United States,,,6762.50 ,"6,155.00","952,202.30",39319.74,0,0
2017,9,3052 505,61102000,#NAME?,United States,"2,728",UN,6832.44 ,"6,156.44","534,808.79",22084.11,0,0
2017,7,1000 100,9109900,"Other spices, nes",Djibouti,,,6350.00 ,"6,160.00","73,624.60",3040.22,0,0
2017,3,1000 435,4090000,Natural honey,Sudan,,,6440.00 ,"6,164.00","183,967.39",7596.65,0,0
2017,7,1071 100,6021000,UNROOTED CUTTINGS AND SLIPS,Spain,"1,826,550",UN,9288.00 ,"6,192.00","2,428,503.20",100281.34,0,0
2017,7,1000 100,6031900,#NAME?,Saudi Arabia,,,7422.20 ,"6,193.62","713,111.87",29446.87,0,0
2017,12,1000 100,7129090,#NAME?,France,,,7303.80 ,"6,208.45","5,966,180.24",246364.33,0,0
2017,12,1000 100,7082000,"Beans, fresh or chilled",Djibouti,,,8900.00 ,"6,210.00","32,372.10",1336.76,0,0
2017,12,1000 435,7135000,"Dried broad beans and horse beans, shelled",Sudan,,,6328.00 ,"6,216.00","111,999.76",4624.86,0,0
2017,4,1000 100,7108000,"Vegetables, frozen, nes",United Arab Emirates,,,7566.00 ,"6,218.00","110,291.99",4554.34,0,0
2017,2,1000 100,8101000,"Strawberries, fresh",Nigeria,,,8550.00 ,"6,220.00","560,449.35",23142.9,0,0
2017,3,1000 101,30023000,#NAME?,Chad,"4,000,000",LTR,6229.00 ,"6,225.00","2,623,106.69",108317.2,0,0
2017,6,1071 100,6031900,#NAME?,China,,,7082.00 ,"6,226.88","734,896.40",30346.43,0,0
2017,5,3052 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,India,,,6468.00 ,"6,237.00","1,213,758.00",50120.29,0,0
2017,2,3052 506,62034200,"--MEN'S OR BOYS' TROUSERS, BREECHES, ETC, OF COTTON",United States,"29,045",UN,7173.90 ,"6,260.80","1,170,877.21",48349.59,0,0
2017,11,1000 100,12119000,"Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes",Belgium,,,8928.00 ,"6,264.00","1,100,189.13",45430.63,0,0
2017,11,3052 506,62046200,"WOMEN'S OR GIRLS' TROUSERS, BREECHES, ETC, OF COTTON.",Italy,"16,506",UN,6953.10 ,"6,276.30","447,072.83",18461.19,0,0
2017,3,3052 505,41071900,#NAME?,India,,,6291.23 ,"6,282.23","1,140,127.87",47079.84,0,0
2017,7,3052 506,62059000,#NAME?,United States,"30,294",UN,7429.50 ,"6,285.78","1,828,673.58",75512.29,0,0
2017,3,1000 100,22087000,Liqueurs and cordials,South Sudan,"21,000",LTR,6510.00 ,"6,300.00","216,791.50",8952.07,0,0
2017,3,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",South Africa,,,6780.00 ,"6,300.00","384,089.11",15860.37,0,0
2017,8,1000 100,7082000,"Beans, fresh or chilled",Netherlands,,,7290.00 ,"6,300.00","169,553.25",7001.44,0,0
2017,3,1000 100,8044000,"Avocados, fresh or dried",Djibouti,,,7850.00 ,"6,302.00","29,727.20",1227.54,0,0
2017,9,3052 505,61091000,#NAME?,France,"30,330",UN,7582.50 ,"6,318.75","1,469,169.45",60667.11,0,0
2017,6,1071 100,1041000,LIVE SHEEP,Somalia,253,UN,6325.00 ,"6,325.00","381,624.31",15758.59,0,0
2017,9,1000 100,26140000,Titanium ores and concentrates,China,,,6469.20 ,"6,328.30","1,847,090.01",76272.77,0,0
2017,11,1000 100,54023300,#NAME?,Egypt,,,6494.76 ,"6,336.30","450,884.01",18618.57,0,0
2017,3,1071 100,20089900,#NAME?,Kenya,,,7444.80 ,"6,345.93","870,890.55",35962.1,0,0
2017,7,1000 505,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Hong Kong,,,6570.00 ,"6,351.00","2,482,588.23",102514.7,0,0
2017,3,1000 100,33059000,#NAME?,Lebanon,"1,442",LTR,8010.00 ,"6,360.00","345,792.85",14278.99,0,0
2017,2,1000 100,19041000,Prepared foods obtained by the swelling or roasting of cereals,South Africa,,,6920.00 ,"6,360.00","415,632.72",17162.92,0,0
2017,12,1000 100,9092100,#NAME?,Djibouti,,,6500.00 ,"6,370.00","71,843.78",2966.68,0,0
2017,11,3052 506,62059000,#NAME?,United States,"32,000",UN,7022.06 ,"6,375.34","1,750,506.28",72284.49,0,0
2017,3,1000 100,6031100,#NAME?,United Arab Emirates,,,7246.00 ,"6,376.48","564,776.40",23321.58,0,0
2017,10,1000 100,7051900,"Lettuce, fresh or chilled, (excl. cabbage lettuce)",Djibouti,,,7980.00 ,"6,395.00","19,417.14",801.8,0,0
2017,1,3052 505,64011000,#NAME?,Italy,"6,400",2UN,7264.00 ,"6,400.00","1,160,134.97",47906.01,0,0
2017,11,3052 505,61083200,"--WOMEN'S OR GIRLS' PYJAMAS, ETC, OF MAN-MADE FIBRES, KNITTED OR CROCHETED",Germany,"26,426",UN,7140.84 ,"6,409.84","3,197,359.84",132030.1,0,0
2017,6,1000 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,China,,,6771.00 ,"6,412.00","3,387,345.68",139875.28,0,0
2017,8,1000 100,7149000,"ROOTS AND TUBERS WITH HIGH STARCH CONTENT, FRESH/DRIED/CHILLED/FROZEN NES",Djibouti,,,8495.00 ,"6,417.00","30,402.99",1255.45,0,0
2017,10,1000 100,12119000,"Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes",Germany,,,11588.40 ,"6,438.00","359,286.86",14836.2,0,0
2017,6,1000 100,62171000,"Clothing accessories, nes",United States,,,6874.50 ,"6,488.61","2,296,205.27",94818.3,0,0
2017,3,1000 100,19041000,Prepared foods obtained by the swelling or roasting of cereals,Israel,,,6508.00 ,"6,500.00","292,940.80",12096.54,0,0
2017,5,1000 100,7132000,"Dried chickpeas, shelled",Israel,,,6513.00 ,"6,500.00","150,651.15",6220.91,0,0
