Year,Month,CPC,HS Code,HS Description,Destination,Quantity,Sup. Unit,Gross Wt. (Kg),Net.Wt. (Kg),FOB Value (ETB),FOBValueUSD,Total tax (ETB),Total tax (USD)
2017,7,1000 100,12119000,"Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes",Ireland,,,252.00 ,168,"26,357.58",1088.4,0,0
2017,11,1000 100,6031100,#NAME?,Indonesia,,,191.01 ,168.08,"21,615.00",892.56,0,0
2017,6,3052 505,62053000,#NAME?,United States,890,UN,209.38 ,168.44,"169,371.71",6993.95,0,0
2017,12,1000 100,71031000,#NAME?,India,,,192.75 ,169.01,"8,702,059.90",359338.31,0,0
2017,3,1000 100,7129090,#NAME?,Philippines,,,199.40 ,169.49,"135,779.05",5606.79,0,0
2017,9,1000 100,42021190,#NAME?,United States,350,UN,180.75 ,169.75,"223,865.60",9244.19,0,0
2017,8,1000 100,73269090,#NAME?,Sweden,"1,500",UN,188.00 ,170,"16,900.99",697.9,0,0
2017,4,1000 100,72230000,Wire of stainless steel,South Sudan,,,170.00 ,170,"7,475.79",308.7,0,0
2017,7,3052 505,64039900,#NAME?,Canada,568,2UN,391.00 ,170,"183,669.48",7584.35,0,0
2017,11,1000 100,19041000,Prepared foods obtained by the swelling or roasting of cereals,Norway,,,211.00 ,170,"32,831.10",1355.71,0,0
2017,1,1000 100,13021300,Hop extract,United States,,,198.00 ,170,"27,154.47",1121.3,0,0
2017,7,1000 100,11029000,"Other cereal flour, nes",Netherlands,,,215.00 ,170,"19,234.09",794.24,0,0
2017,5,1000 100,9083200,#NAME?,United States,,,235.00 ,170,"71,909.42",2969.39,0,0
2017,6,1000 100,9012100,"Roasted coffee, not decaffeinated",Sweden,,,200.00 ,170,"46,369.04",1914.74,0,0
2017,6,1000 100,7129090,#NAME?,Kenya,,,200.00 ,170,"138,525.81",5720.21,0,0
2017,3,1000 100,7122000,Dried onions,Djibouti,,,200.00 ,170,"6,224.99",257.05,0,0
2017,11,1000 100,2013000,Fresh or chilled boneless bovine meat,United Arab Emirates,,,175.00 ,170,"13,448.04",555.32,0,0
2017,4,3052 505,41079200,OTHER LEATHER FURTHER PREPARED INCLUDING SIDES..GRAINS SPLIT,Viet Nam,,,172.10 ,170.3,"89,883.13",3711.59,0,0
2017,1,1000 100,7129090,#NAME?,Canada,,,200.60 ,170.51,"135,365.45",5589.71,0,0
2017,4,1000 100,42021900,#NAME?,United States,461,UN,177.00 ,171,"258,323.83",10667.09,0,0
2017,9,1000 100,9109900,"Other spices, nes",Australia,,,171.00 ,171,"6,244.67",257.86,0,0
2017,4,1000 100,2021000,Frozen bovine carcasses and half carcasses,Bangladesh,,,175.00 ,171,"10,826.89",447.08,0,0
2017,6,1000 100,41079900,#NAME?,China,,,174.00 ,171.6,"48,458.08",2001,0,0
2017,1,1000 100,7129090,#NAME?,Philippines,,,202.00 ,171.7,"136,294.85",5628.09,0,0
2017,11,1000 100,7129090,#NAME?,Belgium,,,202.20 ,171.88,"164,498.00",6792.69,0,0
2017,7,1000 100,6031900,#NAME?,Russian Federation,,,196.00 ,172.48,"18,346.76",757.6,0,0
2017,2,1071 100,6031100,#NAME?,Djibouti,,,196.00 ,172.48,"15,197.46",627.56,0,0
2017,4,1000 100,6031100,#NAME?,Russian Federation,,,196.00 ,172.48,"15,325.75",632.85,0,0
2017,4,1000 100,97019000,#NAME?,United Kingdom,117,UN,174.00 ,173,"8,807.50",363.69,0,0
2017,8,1000 100,49011000,#NAME?,Israel,,,175.00 ,173,"26,558.72",1096.7,0,0
2017,5,1000 100,12099100,"Vegetable seed, of a kind used for sowing",United States,,,197.56 ,173.06,"638,941.83",26384.13,0,0
2017,10,3052 505,42050000,"Articles of leather orof composition leather, nes",United Kingdom,"1,910",UN,196.82 ,173.42,"510,498.76",21080.27,0,0
2017,11,1000 100,7129090,#NAME?,Senegal,,,204.60 ,173.92,"166,183.58",6862.3,0,0
2017,1,1000 100,71162090,#NAME?,United States,,,190.00 ,174,"25,341.55",1046.44,0,0
2017,7,1000 100,61099000,#NAME?,Uganda,"1,290",UN,174.00 ,174,"54,186.76",2237.56,0,0
2017,12,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",Germany,,,190.00 ,174,"12,275.13",506.88,0,0
2017,2,1000 435,7135000,"Dried broad beans and horse beans, shelled",Sudan,,,180.00 ,174,"3,999.62",165.16,0,0
2017,10,1000 100,7129090,#NAME?,Indonesia,,,204.70 ,174.01,"156,005.00",6441.99,0,0
2017,4,1071 100,6031100,#NAME?,Portugal,,,198.00 ,174.24,"15,482.35",639.32,0,0
2017,10,1071 100,6031100,#NAME?,Nigeria,,,198.00 ,174.24,"17,186.53",709.69,0,0
2017,11,1000 100,7129090,#NAME?,Japan,,,205.20 ,174.43,"167,207.23",6904.57,0,0
2017,10,1000 100,69120010,#NAME?,"Taiwan, Province of China",,,190.00 ,175,"13,618.65",562.36,0,0
2017,8,1000 100,12101000,"Hop cones (excl. ground, powdered or pellets), fresh or dried",United States,,,218.00 ,175,"14,085.53",581.64,0,0
2017,7,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",Saudi Arabia,,,178.00 ,175,"16,765.40",692.3,0,0
2017,8,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",Australia,,,202.80 ,175,"9,629.66",397.64,0,0
2017,11,1000 100,8119000,"Other fruit and nuts, frozen, nes",Djibouti,,,220.00 ,175,"12,456.78",514.38,0,0
2017,11,1000 100,8101000,"Strawberries, fresh",Sierra Leone,,,350.00 ,175,"16,763.39",692.22,0,0
2017,3,1000 100,6021000,UNROOTED CUTTINGS AND SLIPS,Lebanon,"65,600",UN,189.00 ,175,"60,688.19",2506.03,0,0
2017,1,1000 435,4051000,Butter,Sudan,,,189.00 ,175,"13,999.18",578.07,0,0
2017,6,1000 100,6031100,#NAME?,Russian Federation,,,199.00 ,175.12,"16,181.86",668.21,0,0
2017,7,1000 100,90278000,#NAME?,South Africa,8,UN,224.00 ,176,"9,357.52",386.4,0,0
2017,2,1000 100,9019000,"Coffee husks and skins,coffee substitutes containing coffee",United States,,,187.00 ,176,"28,103.52",1160.49,0,0
2017,3,1000 100,6031100,#NAME?,Djibouti,,,200.00 ,176,"15,603.76",644.33,0,0
2017,9,1000 100,6031100,#NAME?,Bahrain,,,200.00 ,176,"16,161.28",667.36,0,0
2017,4,1000 100,7129090,#NAME?,Japan,,,207.50 ,176.38,"142,057.36",5866.04,0,0
2017,2,1000 100,7129090,#NAME?,Lao People's Democratic Republic,,,208.70 ,176.55,"140,834.81",5815.56,0,0
2017,7,1000 100,5069000,Bones and horn-cores (excl. ossein...),United States,,,177.00 ,177,"1,917,823.72",79193.61,0,0
2017,8,1000 100,64051000,#NAME?,France,150,2UN,192.50 ,177.5,"63,483.63",2621.46,0,0
2017,7,1071 100,6031100,#NAME?,Seychelles,,,202.00 ,177.76,"16,040.80",662.38,0,0
2017,12,1000 100,7129090,#NAME?,Gambia,,,209.40 ,178,"171,049.74",7063.24,0,0
2017,11,1071 100,20089900,#NAME?,Sudan,,,208.89 ,178.09,"87,290.46",3604.53,0,0
2017,3,1000 100,63022100,Printed bed-linen of cotton (excl. knitted or crocheted),Israel,,,208.06 ,178.34,"24,087.94",994.67,0,0
2017,12,1000 100,71171910,--- IMITATION JEWELLERY WETHER OR NOT PLATED WITH PRECIOUS METAL;HAND MADE,United States,,,185.76 ,178.42,"722,898.66",29851,0,0
2017,5,3052 505,64029900,#NAME?,United States,437,2UN,435.00 ,179,"123,722.03",5108.91,0,0
2017,5,1000 100,42022900,#NAME?,Canada,384,UN,196.00 ,179,"187,621.13",7747.53,0,0
2017,2,1000 100,7129090,#NAME?,Angola,,,211.00 ,179.35,"143,180.45",5912.42,0,0
2017,4,1000 100,6031900,#NAME?,Nigeria,,,204.00 ,179.52,"14,953.07",617.46,0,0
2017,8,1071 100,6031100,#NAME?,Bahrain,,,204.00 ,179.52,"16,455.36",679.5,0,0
2017,8,1000 100,6031100,#NAME?,Russian Federation,,,204.00 ,179.52,"16,279.82",672.25,0,0
2017,6,1000 100,85166000,"Electric ovens, nes; cookers, cooking plates, boiling rings, grillers...",United Kingdom,31,UN,211.00 ,180,"75,278.88",3108.53,0,0
2017,6,1000 100,73239400,"Table, kitchen or household articles... of iron or steel, enamelled",United States,660,UN,180.00 ,180,"38,769.63",1600.93,0,0
2017,2,1000 100,72104100,"FLATROLLD IRON/STEEL,WID.>=600MM,PLATED WTH ZINC(EXC.ELECTROPLATD)CORRUGTD",South Sudan,,,180.00 ,180,"6,851.25",282.91,0,0
2017,4,1000 100,71022900,#NAME?,Switzerland,16,KT,400.00 ,180,"4,817.68",198.94,0,0
2017,8,1000 100,70133700,#NAME?,Israel,480,UN,200.00 ,180,"22,520.44",929.95,0,0
2017,6,1000 100,69120090,#NAME?,United States,,,180.00 ,180,"41,988.78",1733.86,0,0
2017,8,1000 100,58063100,#NAME?,Japan,150,M,200.00 ,180,"167,319.73",6909.21,0,0
2017,4,1000 100,52079000,#NAME?,Sudan,,,180.00 ,180,"64,082.11",2646.17,0,0
2017,7,1000 100,46029000,#NAME?,United States,520,UN,265.00 ,180,"74,210.99",3064.43,0,0
2017,6,1000 100,44190090,#NAME?,United States,50,UN,180.00 ,180,"9,330.84",385.3,0,0
2017,10,1000 100,39233090,#NAME?,South Sudan,36,UN,180.00 ,180,"1,701.75",70.27,0,0
2017,7,1000 100,19059090,#NAME?,Canada,,,250.00 ,180,"23,433.10",967.63,0,0
2017,1,1000 100,19059020,#NAME?,Denmark,,,190.00 ,180,"19,907.26",822.04,0,0
2017,2,1000 100,19059020,#NAME?,Denmark,,,190.00 ,180,"20,050.88",827.97,0,0
2017,3,1000 100,19059020,#NAME?,Denmark,,,190.00 ,180,"12,617.49",521.02,0,0
2017,5,1000 100,19059020,#NAME?,Denmark,,,190.00 ,180,"12,702.85",524.54,0,0
2017,6,1000 100,19059020,#NAME?,Netherlands,,,250.00 ,180,"10,442.74",431.22,0,0
2017,12,1000 100,19059020,#NAME?,Denmark,,,190.00 ,180,"15,101.56",623.6,0,0
2017,9,1000 100,19041000,Prepared foods obtained by the swelling or roasting of cereals,Norway,,,229.00 ,180,"29,910.95",1235.13,0,0
2017,3,1000 100,11071000,Malt not roasted,Germany,,,194.00 ,180,"13,571.88",560.43,0,0
2017,10,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",Canada,,,215.00 ,180,"27,648.40",1141.7,0,0
2017,4,1000 100,11029000,"Other cereal flour, nes",Netherlands,,,250.00 ,180,"18,212.91",752.07,0,0
2017,4,1000 100,11010000,Wheat or meslin flour,Netherlands,,,250.00 ,180,"22,766.13",940.09,0,0
2017,1,1000 100,9041200,"Pepper, crushed or ground",Belgium,,,220.00 ,180,"41,242.48",1703.05,0,0
2017,11,1000 100,8101000,"Strawberries, fresh",Kuwait,,,300.00 ,180,"19,705.53",813.71,0,0
2017,8,1000 100,8043000,"Pineapples, fresh or dried",Djibouti,,,200.00 ,180,"4,653.65",192.17,0,0
2017,3,1000 100,7101000,"Potatoes, frozen",Djibouti,,,202.00 ,180,"6,356.71",262.49,0,0
2017,8,1000 100,19059090,#NAME?,Canada,,,215.00 ,181,"27,615.19",1140.33,0,0
2017,5,1000 100,7129090,#NAME?,Japan,,,213.00 ,181.05,"146,575.38",6052.61,0,0
2017,11,1071 100,6031100,#NAME?,Nigeria,,,206.00 ,181.28,"19,170.94",791.63,0,0
2017,4,1000 100,6021000,UNROOTED CUTTINGS AND SLIPS,Spain,"59,350",UN,195.00 ,182,"57,577.03",2377.56,0,0
2017,1,1000 100,39269010,#NAME?,Kenya,,,200.00 ,182.4,"27,183.22",1122.49,0,0
2017,10,3052 505,62104000,"Men's or boys' garments made up of fabrics of 59.03, 59.06 or 59.07",Canada,,,208.44 ,182.52,"78,565.99",3244.26,0,0
2017,8,1000 100,8109000,"Other fruit, fresh, nes",Djibouti,,,190.00 ,183,"1,717.57",70.92,0,0
2017,7,1000 100,30042000,"Medicaments of other antibiotics, for retail sale",Somalia,"2,000",LTR,195.85 ,183.35,"132,843.63",5485.58,0,0
2017,9,3052 505,41071200,"LEATHER FURTHER PREPARED WHOLE HIDES AND SKINS GRAINS,SPLITS",Viet Nam,,,185.53 ,183.53,"129,647.54",5353.6,0,0
2017,5,1000 100,12099100,"Vegetable seed, of a kind used for sowing",Israel,,,208.40 ,184.4,"853,701.92",35252.32,0,0
2017,1,1071 100,6031900,#NAME?,Singapore,,,210.00 ,184.8,"18,492.84",763.63,0,0
2017,11,1000 100,7129090,#NAME?,Mozambique,,,217.50 ,184.88,"177,169.24",7315.93,0,0
2017,10,1000 100,45041000,"Blocks..., tiles of any shape, solid cylinders, of agglomerated cork",Italy,,,185.00 ,185,907.6,37.48,0,0
2017,1,1000 100,6021000,UNROOTED CUTTINGS AND SLIPS,Japan,"33,200",UN,216.00 ,185,"34,378.20",1419.6,0,0
2017,11,1000 100,7129090,#NAME?,Australia,,,217.90 ,185.2,"177,251.63",7319.34,0,0
2017,9,1071 100,20089900,#NAME?,Sudan,,,218.79 ,186.52,"34,127.38",1409.24,0,0
2017,6,1071 100,6031100,#NAME?,Germany,,,212.00 ,186.56,"18,085.51",746.81,0,0
2017,9,3052 505,62149000,"SHAWLS, SCARVES, MUFFLERS, MANTILLAS, VEILS, ETC, OF OTHER TEXTILES MATERIALS",United States,"1,200",UN,200.00 ,187.5,"285,522.98",11790.24,0,0
2017,2,1000 100,19059020,#NAME?,Djibouti,,,206.26 ,187.5,"6,166.12",254.62,0,0
2017,8,1000 100,42022900,#NAME?,United States,531,UN,211.77 ,187.77,"335,328.76",13846.89,0,0
2017,10,1000 100,69120090,#NAME?,United States,,,213.00 ,188,"28,782.27",1188.52,0,0
2017,5,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Sri Lanka,,,192.00 ,188,"248,503.64",10261.58,0,0
2017,10,1000 100,6031100,#NAME?,Singapore,,,213.72 ,188.08,"19,627.80",810.5,0,0
2017,2,1071 100,6031100,#NAME?,Seychelles,,,214.00 ,188.32,"16,579.10",684.61,0,0
2017,7,1071 100,6031100,#NAME?,Nigeria,,,214.00 ,188.32,"16,990.58",701.6,0,0
2017,10,1000 100,73239910,#NAME?,United States,258,UN,300.00 ,189,"26,661.78",1100.96,0,0
2017,12,1000 100,70181010,"---Hand made Glass beads ,imitation pearls ...",United States,890,UN,259.00 ,189,"87,773.11",3624.46,0,0
2017,2,1000 100,69120010,#NAME?,Denmark,,,203.00 ,189,"12,211.97",504.27,0,0
2017,1,1000 100,52092100,#NAME?,Kenya,"1,145",M,198.00 ,189,"534,977.41",22091.08,0,0
2017,4,1000 100,69139010,#NAME?,Sweden,,,400.00 ,190,"11,200.25",462.5,0,0
2017,4,1000 100,44201010,#NAME?,United Kingdom,,,191.00 ,190,"9,658.36",398.83,0,0
2017,7,1000 100,12102000,"Hop cones, ground, powdered or in pellets; lupulin",United States,,,228.00 ,190,"17,493.22",722.36,0,0
2017,3,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",Canada,,,240.00 ,190,"22,825.22",942.53,0,0
2017,3,1000 100,11010000,Wheat or meslin flour,Netherlands,,,260.00 ,190,"17,002.48",702.09,0,0
2017,1,1000 100,9041200,"Pepper, crushed or ground",Switzerland,,,264.00 ,190,"46,323.24",1912.85,0,0
2017,7,1000 100,7129010,#NAME?,Saudi Arabia,,,450.00 ,190,"65,795.86",2716.94,0,0
2017,1,1000 100,42022900,#NAME?,United States,490,UN,223.90 ,190.15,"240,595.15",9935.01,0,0
2017,12,1000 100,42021190,#NAME?,United States,250,UN,207.10 ,191.1,"240,324.00",9923.81,0,0
2017,4,3052 506,61059000,"-MEN'S OR BOYS' SHIRTS OF OTHER TEXTILES, NES, KNITTED OR CROCHETED",Canada,838,UN,213.72 ,191.36,"19,698.62",813.42,0,0
2017,7,3052 506,62034200,"--MEN'S OR BOYS' TROUSERS, BREECHES, ETC, OF COTTON",Canada,"1,392",UN,218.95 ,191.4,"32,534.93",1343.48,0,0
2017,8,1000 100,87089900,#NAME?,Germany,,,200.00 ,192,"15,662.24",646.75,0,0
2017,9,1000 100,44190010,#NAME?,Israel,,,200.00 ,192,"4,516.93",186.52,0,0
2017,5,1071 100,6021000,UNROOTED CUTTINGS AND SLIPS,Canada,"63,600",UN,264.00 ,192,"99,498.93",4108.66,0,0
2017,9,1071 100,6021000,UNROOTED CUTTINGS AND SLIPS,Maldives,"58,200",UN,256.00 ,192,"81,863.24",3380.42,0,0
2017,6,1000 100,7129090,#NAME?,South Africa,,,225.90 ,192.02,"156,572.62",6465.43,0,0
2017,2,1000 100,96020090,#NAME?,Zimbabwe,"2,200,000",UN,243.00 ,193,"119,165.07",4920.74,0,0
2017,12,1000 100,58063100,#NAME?,United States,200,M,203.00 ,193,"112,512.62",4646.04,0,0
2017,6,1000 100,41131000,LEATHER OF GOATS OR KIDS PREPARED AFTER TANNING OR CRUSTING..,Italy,,,199.00 ,193,"74,573.06",3079.38,0,0
2017,2,1000 100,63051000,#NAME?,United States,,,201.22 ,193.22,"193,060.53",7972.14,0,0
2017,1,1071 100,6031900,#NAME?,Russian Federation,,,220.00 ,193.6,"17,585.85",726.18,0,0
2017,6,1000 100,6031100,#NAME?,China,,,220.02 ,193.61,"17,419.36",719.31,0,0
2017,10,1000 100,82073000,". Tools for pressing, stamping or punching",Ghana,1,UN,194.50 ,194.5,"63,399.38",2617.98,0,0
2017,8,1000 100,64051000,#NAME?,Spain,195,2UN,254.00 ,195,"107,338.86",4432.39,0,0
2017,10,1000 100,19041000,Prepared foods obtained by the swelling or roasting of cereals,Norway,,,242.00 ,195,"34,080.36",1407.3,0,0
2017,6,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",Germany,,,223.00 ,195,"24,857.36",1026.45,0,0
2017,8,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",Germany,,,298.00 ,195,"28,771.90",1188.09,0,0
2017,7,1000 100,7104000,"Sweet corn, frozen",Djibouti,,,220.00 ,195,"10,029.02",414.13,0,0
2017,2,3052 505,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,China,,,197.65 ,195.2,"128,027.73",5286.71,0,0
2017,2,1000 100,7129090,#NAME?,Kenya,,,230.00 ,195.5,"155,820.97",6434.39,0,0
2017,3,1000 100,7129090,#NAME?,Japan,,,230.00 ,195.5,"156,719.82",6471.51,0,0
2017,6,1000 100,7129090,#NAME?,Philippines,,,230.00 ,195.5,"159,210.02",6574.34,0,0
2017,10,1000 100,7129090,#NAME?,Japan,,,230.30 ,195.77,"186,636.17",7706.86,0,0
2017,4,1000 100,12129900,"VEGETABLE PRODUCTS USED PRIMARILY FOR HUMAN CONSUMPTION,FRESH/DRIED, NES",Djibouti,,,200.00 ,196,"1,801.26",74.38,0,0
2017,11,1000 100,10082900,#NAME?,Canada,,,202.00 ,196,"6,688.62",276.2,0,0
2017,8,1000 100,9103000,Turmeric (curcuma),Djibouti,,,200.00 ,196,"2,983.05",123.18,0,0
2017,10,1000 100,9103000,Turmeric (curcuma),Djibouti,,,200.00 ,196,"3,470.03",143.29,0,0
2017,12,1000 100,9103000,Turmeric (curcuma),Djibouti,,,200.00 ,196,"3,767.15",155.56,0,0
2017,8,1000 100,9101100,#NAME?,Djibouti,,,200.00 ,196,"4,602.28",190.04,0,0
2017,5,1000 100,8055000,"LEMONS (CITRUS LIMON ,CITRUS LIMONUM)AND LIMES (CITRUS AURANTIFOLIA,CITRUS",Somalia,,,200.00 ,196,725.01,29.94,0,0
2017,6,1000 100,38220000,DIAGNOSTIC/LAB.REAGENTS ON BACKING;PREP'D DIAGNOSTIC/LAB.REAGENTS EXC.CH30,Sudan,,,207.10 ,196.75,"74,259.51",3066.43,0,0
2017,4,1000 100,96020090,#NAME?,Uganda,"3,000,000",UN,348.00 ,197,"149,884.28",6189.24,0,0
2017,6,1000 100,7139000,"Dried leguminous vegetables, shelled, nes",Italy,,,202.60 ,197,"13,940.09",575.63,0,0
2017,9,1000 100,69120010,#NAME?,Germany,,,220.00 ,198,"3,895.55",160.86,0,0
2017,12,1000 100,7061000,"Carrots and turnips, fresh or chilled",Somalia,,,200.00 ,198,"1,086.98",44.89,0,0
2017,8,1000 100,6031900,#NAME?,Indonesia,,,226.00 ,198.88,"19,115.92",789.36,0,0
2017,9,1000 100,6031100,#NAME?,Spain,,,226.00 ,198.88,"18,078.55",746.53,0,0
2017,5,1000 100,7129090,#NAME?,Democratic republic of the Congo,,,234.00 ,198.9,"160,812.93",6640.53,0,0
2017,8,1000 100,9012100,"Roasted coffee, not decaffeinated",Botswana,,,211.00 ,199,"50,692.92",2093.29,0,0
2017,8,1000 100,19059020,#NAME?,Djibouti,,,219.08 ,199.39,"10,529.47",434.8,0,0
2017,3,1000 100,7129090,#NAME?,Burundi,,,234.80 ,199.6,"159,756.82",6596.91,0,0
2017,8,1000 100,97019000,#NAME?,United Arab Emirates,20,UN,250.00 ,200,"2,636.59",108.87,0,0
2017,1,1000 100,94035090,#NAME?,France,406,UN,220.00 ,200,"4,762.77",196.67,0,0
2017,10,1000 100,94016900,#NAME?,Japan,9,UN,220.00 ,200,"7,445.18",307.44,0,0
2017,6,1000 100,84138190,#NAME?,South Sudan,4,UN,200.00 ,200,"28,115.92",1161,0,0
2017,5,1000 100,76109000,#NAME?,South Sudan,,,200.00 ,200,"2,309.61",95.37,0,0
2017,4,1000 100,73029000,#NAME?,Switzerland,,,300.00 ,200,597.89,24.69,0,0
2017,8,1000 100,70134900,#NAME?,United States,384,UN,200.00 ,200,"8,999.57",371.62,0,0
2017,3,1000 100,69120010,#NAME?,Lebanon,,,240.00 ,200,"3,886.88",160.5,0,0
2017,5,1000 100,69120010,#NAME?,South Africa,,,300.00 ,200,"1,390.62",57.42,0,0
2017,6,1000 100,69120010,#NAME?,United States,,,200.00 ,200,"5,831.77",240.81,0,0
2017,3,1000 100,67041100,#NAME?,Lebanon,,,250.00 ,200,"46,642.56",1926.03,0,0
2017,8,1000 100,67041100,#NAME?,United Arab Emirates,,,240.00 ,200,"18,749.12",774.22,0,0
2017,4,1000 100,64062000,#NAME?,Italy,247,2UN,250.00 ,200,"8,398.94",346.82,0,0
2017,8,1000 100,64061000,#NAME?,Uganda,500,2UN,220.00 ,200,"99,604.70",4113.02,0,0
2017,3,3052 505,61082100,"--WOMEN'S OR GIRLS' BRIEFS AND PANTIES OF COTTON, KNITTED OR CROCHETED",Canada,950,UN,250.00 ,200,"5,931.84",244.95,0,0
2017,6,1000 100,53031000,#NAME?,Sudan,,,200.00 ,200,"75,616.12",3122.45,0,0
2017,6,1000 100,46021910,#NAME?,Switzerland,,,205.00 ,200,"3,712.97",153.32,0,0
2017,5,1000 100,44190090,#NAME?,South Africa,200,UN,240.00 ,200,"8,091.72",334.14,0,0
2017,10,1000 100,44111400,--of thickness exceeding 9mm,South Sudan,,,200.00 ,200,"14,181.30",585.6,0,0
2017,3,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,United Arab Emirates,,,206.00 ,200,"159,753.43",6596.77,0,0
2017,8,1000 100,41120000,LEATHER PREPARED AFTER TANNING/CRUSTING INCLU.PARCHMENT DRESSED LEATHER..,Haiti,,,200.00 ,200,"134,141.55",5539.17,0,0
2017,12,1000 100,20081900,#NAME?,United States,,,240.00 ,200,"49,742.41",2054.04,0,0
2017,2,1000 100,19059020,#NAME?,France,,,300.00 ,200,"11,407.76",471.07,0,0
2017,2,1000 100,12119000,"Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes",Canada,,,205.00 ,200,"5,917.28",244.35,0,0
2017,5,1000 100,12119000,"Other plants or parts, of a kind used in perfumery, pharmacy...etc, nes",Israel,,,201.00 ,200,"16,223.97",669.94,0,0
2017,4,1000 100,12102000,"Hop cones, ground, powdered or in pellets; lupulin",Australia,,,200.00 ,200,"2,304.58",95.16,0,0
2017,10,1000 100,12102000,"Hop cones, ground, powdered or in pellets; lupulin",United States,,,220.00 ,200,"8,272.42",341.6,0,0
2017,5,1000 100,12101000,"Hop cones (excl. ground, powdered or pellets), fresh or dried",Germany,,,330.00 ,200,"11,967.76",494.19,0,0
2017,5,1000 100,12075000,#NAME?,United States,,,220.00 ,200,"66,142.03",2731.23,0,0
2017,8,1000 100,11081200,Maize (corn) starch,United States,,,210.00 ,200,"9,374.56",387.11,0,0
2017,12,1000 100,11081200,Maize (corn) starch,United States,,,250.00 ,200,"10,982.96",453.52,0,0
2017,1,1000 100,11072000,Roasted malt,United States,,,260.00 ,200,"24,617.17",1016.53,0,0
2017,6,1000 100,11071000,Malt not roasted,United States,,,206.00 ,200,"9,330.84",385.3,0,0
2017,9,1000 100,11063000,"Flour, meal and powder of products of chapter 8",Canada,,,210.00 ,200,"7,069.44",291.92,0,0
2017,12,1000 100,11063000,"Flour, meal and powder of products of chapter 8",Canada,,,210.00 ,200,"9,884.66",408.17,0,0
2017,6,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",Norway,,,228.00 ,200,"31,522.64",1301.68,0,0
2017,6,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",Netherlands,,,250.00 ,200,"30,246.45",1248.98,0,0
2017,11,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",South Africa,,,260.00 ,200,"15,588.72",643.71,0,0
2017,12,1000 100,11062000,"Flour, meal and powder of sago or of roots or tubers of 0714",South Africa,,,216.00 ,200,"8,237.22",340.14,0,0
2017,5,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",Italy,,,300.00 ,200,"9,238.44",381.49,0,0
2017,6,1000 100,11061000,"Flour, meal and powder of the dried leguminous vegetables of 0713",Canada,,,212.00 ,200,"9,282.44",383.3,0,0
2017,11,1000 100,11032000,PELLETS,United States,,,215.00 ,200,"26,501.68",1094.35,0,0
2017,7,1000 100,11029000,"Other cereal flour, nes",Sweden,,,210.00 ,200,"7,018.14",289.8,0,0
2017,6,1000 100,11010000,Wheat or meslin flour,Saudi Arabia,,,202.00 ,200,"23,206.10",958.26,0,0
2017,6,1000 100,10082900,#NAME?,Israel,,,202.00 ,200,"2,099.43",86.69,0,0
2017,12,1000 100,10039000,#NAME?,Australia,,,250.00 ,200,"15,862.93",655.04,0,0
2017,4,1000 100,9109900,"Other spices, nes",South Africa,,,216.00 ,200,"36,917.76",1524.46,0,0
2017,5,1000 100,9109900,"Other spices, nes",Saudi Arabia,,,200.00 ,200,"4,044.93",167.03,0,0
2017,7,1000 100,9109900,"Other spices, nes",Australia,,,230.00 ,200,"27,134.79",1120.49,0,0
2017,5,1000 100,9109100,Spice mixtures,United States,,,210.00 ,200,"18,495.36",763.74,0,0
2017,12,1000 100,9109100,Spice mixtures,Germany,,,214.00 ,200,"164,200.54",6780.41,0,0
2017,12,1000 100,9093100,#NAME?,France,,,203.00 ,200,"15,179.39",626.81,0,0
2017,9,1000 100,9092100,#NAME?,United States,,,201.00 ,200,"1,415.38",58.45,0,0
2017,5,1000 100,9083100,#NAME?,Australia,,,210.00 ,200,"16,203.67",669.11,0,0
2017,11,1000 100,9083100,#NAME?,United States,,,205.00 ,200,"82,003.50",3386.21,0,0
2017,7,1000 100,9042200,#NAME?,Canada,,,216.00 ,200,"16,346.26",674.99,0,0
2017,3,1000 100,9012100,"Roasted coffee, not decaffeinated",Japan,,,239.00 ,200,"43,993.92",1816.66,0,0
2017,9,1000 100,9012100,"Roasted coffee, not decaffeinated",Somalia,,,220.00 ,200,"30,194.81",1246.85,0,0
